!n: Number of areas
n: 39
!I: Set if areas
I: [10001 10002 10003 10004 10005 10006 10007 10008 10009 10010 10011 10012 10013 10014 10015 10016 10017 10018 10019 10020 10021 10022 10023 10024 10025 10026 10027 10028 10029 10030 10031 10032 10033 10034 10035 10036 10037 10038 10039 ]
!p: Number of regions
p: 5
!K: Set of regions
K: [1 2 3 4 5 ]
!N: Node Neighbor Set
N: [
(10001) [10003 10005 10020 10026 10028 10032 10039]
(10002) [10032 10034 10035 10037]
(10003) [10001 10018 10024 10028 10032 10039]
(10004) [10006 10008 10012 10015 10021 10022 10031]
(10005) [10001 10008 10014 10016 10020 10022 10023 10026]
(10006) [10004 10012 10027 10031]
(10007) [10012 10013 10036]
(10008) [10004 10005 10020 10021 10022]
(10009) [10017 10018 10025 10035]
(10010) [10011 10013 10017 10030]
(10011) [10010 10017 10018 10024 10030]
(10012) [10004 10006 10007 10013 10015]
(10013) [10007 10010 10012 10015 10030 10036]
(10014) [10005 10016 10023 10033]
(10015) [10004 10012 10013 10021 10024 10028 10029 10030]
(10016) [10005 10014 10022 10033 10038]
(10017) [10009 10010 10011 10018 10025]
(10018) [10003 10009 10011 10017 10024 10025 10032 10035]
(10019) [10026 10032 10034]
(10020) [10001 10005 10008 10021 10028]
(10021) [10004 10008 10015 10020 10028]
(10022) [10004 10005 10008 10016 10038]
(10023) [10005 10014 10026]
(10024) [10003 10011 10015 10018 10028 10029 10030]
(10025) [10009 10017 10018]
(10026) [10001 10005 10019 10023 10032 10034]
(10027) [10006]
(10028) [10001 10003 10015 10020 10021 10024]
(10029) [10015 10024 10030]
(10030) [10010 10011 10013 10015 10024 10029]
(10031) [10004 10006]
(10006 10013) 1.234120701847034
(10006 10014) 0.4844916878616595
(10006 10015) 0.23527098260925497
(10006 10016) 1.2165118038771812
(10006 10017) 0.12771624509008084
(10006 10018) 0.47864648863932896
(10006 10019) 0.24109372409940696
(10006 10020) 0.24494670207927788
(10006 10021) 0.22670539942970075
(10006 10022) 0.19220434831958466
(10006 10023) 0.8955465172194756
(10006 10024) 0.31559347255182485
(10006 10025) 0.5331145218195158
(10006 10026) 0.2499182366237507
(10006 10027) 0.15007803569231176
(10006 10028) 0.8016792697503832
(10006 10029) 0.16828700127347673
(10006 10030) 0.9558595766649459
(10006 10031) 0.41426567150791344
(10006 10032) 1.6215838295804506
(10006 10033) 0.2746257354773275
(10006 10034) 0.2776595096942126
(10006 10035) 0.8296706047228922
(10006 10036) 1.7005188612894722
(10006 10037) 1.8440471615452017
(10006 10038) 0.55940805474373
(10006 10039) 1.2062056490617215
(10007 10001) 1.1576072216708713
(10007 10002) 0.5319151706792506
(10007 10003) 1.825302090664636
(10007 10004) 1.7473549986776824
(10007 10005) 0.7331824692066896
(10007 10006) 1.4809740065708514
(10007 10007) 0.0
(10007 10008) 1.127234266136258
(10007 10009) 1.742366787834887
(10007 10010) 1.7090855101361089
(10007 10011) 1.857875283910378
(10007 10012) 0.7205731237469495
(10007 10013) 1.3988363659724388
(10007 10014) 1.3605491223134094
(10007 10015) 1.4981931967558695
(10007 10016) 0.5003577299004481
(10007 10017) 1.4237752713926066
(10007 10018) 1.305460767529152
(10007 10019) 1.6200589806489514
(10007 10020) 1.265095772184073
(10007 10021) 1.354027550529455
(10007 10022) 1.3381474511821412
(10007 10023) 0.641109703673806
(10007 10024) 1.3651561844400806
(10007 10025) 1.4317118377180065
(10007 10026) 1.3856660056760817
(10007 10027) 1.4058096880645452
(10007 10028) 1.4541119388797472
(10007 10029) 1.4903807683028636
(10007 10030) 1.8837621751313403
(10007 10031) 1.1253188436280086
(10007 10032) 1.5793910662770092
(10007 10033) 1.497056733639921
(10007 10034) 1.631928479427436
(10007 10035) 1.0607243260131278
(10007 10036) 0.6156417488931382
(10007 10037) 1.8262548785709138
(10007 10038) 1.1963548327749765
(10007 10039) 0.3646105836188224
(10008 10001) 0.48921652164280904
(10008 10002) 1.0355860523244214
(10008 10003) 0.9139332234157939
(10008 10004) 1.7571168368276662
(10008 10005) 0.8165475445822435
(10008 10006) 0.5531993811565337
(10008 10007) 1.127234266136258
(10008 10008) 0.0
(10008 10009) 1.4778147795930248
(10008 10010) 0.9388050081230064
(10008 10011) 0.980960983750785
(10008 10012) 0.7428593093229852
(10008 10013) 1.0155773314133698
(10008 10014) 0.3567858173409808
(10008 10015) 0.5704185713415515
(10008 10016) 1.0463436211085575
(10008 10017) 0.5180638147568695
(10008 10018) 0.25864446114273953
(10008 10019) 0.7201498701500679
(10008 10020) 0.34631538012829344
(10008 10021) 0.47244281142167127
(10008 10022) 0.41365109952428997
(10008 10023) 0.5764306390520907
(10008 10024) 0.3963713859230097
(10008 10025) 0.5787781510416068
(10008 10026) 0.527713475541289
(10008 10027) 0.49444082081570295
(10008 10028) 0.5018655589372808
(10008 10029) 0.5790119010540211
(10008 10030) 1.1217525915130673
(10008 10031) 0.46594484084450766
(10008 10032) 1.5886460269461458
(10008 10033) 0.5878367044910798
(10008 10034) 0.7041538540131181
(10008 10035) 0.49665245684765397
(10008 10036) 1.5671491134000946
(10008 10037) 1.828409768538509
(10008 10038) 0.18973958082802356
(10008 10039) 0.8287293301543814
(10009 10001) 1.4748833149321015
(10009 10002) 1.5130914468151253
(10009 10003) 1.549434211942333
(10009 10004) 0.35771930068393837
(10009 10005) 1.2357787066243384
(10009 10006) 1.4748833149321012
(10009 10007) 1.742366787834887
(10009 10008) 1.4778147795930248
(10009 10009) 0.0
(10009 10010) 1.6196431954952533
(10009 10011) 1.6193934369382474
(10009 10012) 1.4431909657223232
(10009 10013) 0.5292652085146461
(10009 10014) 1.4823686969137748
(10009 10015) 1.4748833149321017
(10009 10016) 1.5178322645859723
(10009 10017) 1.4748833149321015
(10009 10018) 1.4748833149321017
(10009 10019) 1.5274826682260074
(10009 10020) 1.4748833149321012
(10009 10021) 1.5056060648334522
(10009 10022) 1.4748833149321015
(10009 10023) 1.4748833149321012
(10009 10024) 1.4748833149321017
(10009 10025) 1.5279586310217406
(10009 10026) 1.4748833149321017
(10009 10027) 1.4823686969137746
(10009 10028) 1.5523199502568865
(10009 10029) 1.5130914468151255
(10009 10030) 1.6968300722630325
(10009 10031) 1.483769345863321
(10009 10032) 0.31277932005133874
(10009 10033) 1.4891456526407514
(10009 10034) 1.4748833149321015
(10009 10035) 1.4823686969137744
(10009 10036) 1.9375369634828636
(10009 10037) 0.3691638466131002
(10009 10038) 1.4748833149321015
(10009 10039) 1.4989092319653332
(10010 10001) 1.3604225296481967
(10010 10002) 1.4601918858363643
(10010 10003) 0.8966558883594281
(10010 10004) 1.824963763815307
(10010 10005) 1.4678600056797397
(10010 10006) 0.7729119932748846
(10010 10007) 1.7090855101361089
(10010 10008) 0.9388050081230064
(10010 10009) 1.6196431954952533
(10010 10010) 0.0
(10010 10011) 0.27999531780405007
(10010 10012) 1.3335435730386074
(10010 10013) 1.5386375040150382
(10010 10014) 0.9813973719203503
(10010 10015) 0.8763260973850994
(10010 10016) 1.5026508233079945
(10010 10017) 0.8575016246929535
(10010 10018) 0.9840131745983541
(10010 10019) 0.5318182691754776
(10010 10020) 0.7965164365894932
(10010 10021) 0.7698998397586446
(10010 10022) 0.7942013527801515
(10010 10023) 1.288386958898624
(10010 10024) 0.6561820325440122
(10010 10025) 0.3600268570813995
(10010 10026) 0.9400940995560138
(10010 10027) 0.8068259437080217
(10010 10028) 0.9747842140953857
(10010 10029) 0.6677814479366314
(10010 10030) 0.1829475833900613
(10010 10031) 0.8997826300096734
(10010 10032) 1.7450932963650205
(10010 10033) 0.535307697551293
(10010 10034) 0.6439832561136251
(10010 10035) 1.3169314618738888
(10010 10036) 1.8383893131781992
(10010 10037) 1.8748958541496934
(10010 10038) 1.0229103418218646
(10010 10039) 1.505857942100238
(10011 10001) 1.3883400113860411
(10011 10002) 1.4497625137011325
(10011 10003) 0.6575046821959499
(10011 10004) 1.897282327942905
(10011 10005) 1.569723304994525
(10011 10006) 0.6758642588608957
(10011 10007) 1.857875283910378
(10011 10008) 0.980960983750785
(10011 10009) 1.6193934369382474
(10011 10010) 0.27999531780405007
(10011 10011) 0.0
(10011 10012) 1.3992231728119984
(10011 10013) 1.5561670693708864
(10011 10014) 0.9483533295756502
(10011 10015) 0.7792783629711105
(10011 10016) 1.5617114460568677
(10011 10017) 0.7604538902789647
(10011 10018) 0.9335033948367792
(10011 10019) 0.4347705347614887
(10011 10020) 0.7375742439731362
(10011 10021) 0.6728521053446557
(10011 10022) 0.6971536183661626
(10011 10023) 1.3322288331764232
(10011 10024) 0.6402752449505504
(10011 10025) 0.44868229373592894
(10011 10026) 0.8430463651420249
(10011 10027) 0.7097782092940328
(10011 10028) 1.157731797485447
(10011 10029) 0.5707337135226426
(10011 10030) 0.2799953178040501
(10011 10031) 0.8121756533476066
(10011 10032) 1.8740154006860432
(10011 10033) 0.4382599631373042
(10011 10034) 0.48534097192248343
(10011 10035) 1.2832356735834856
(10011 10036) 1.9746812817164907
(10011 10037) 1.8682674127250087
(10011 10038) 1.0026798978246054
(10011 10039) 1.6026481534376245
(10012 10001) 0.8098967278615741
(10012 10002) 0.5524835147977549
(10012 10003) 1.3238141138642205
(10012 10004) 1.725424487617888
(10012 10005) 0.60759395182616
(10012 10006) 0.9739887153534286
(10012 10007) 0.7205731237469495
(10012 10008) 0.7428593093229852
(10012 10009) 1.4431909657223232
(10012 10010) 1.3335435730386074
(10012 10011) 1.3992231728119984
(10012 10012) 0.0
(10012 10013) 1.198296947842067
(10012 10014) 0.9752507695476719
(10012 10015) 1.05253303572944
(10012 10016) 0.5582924228408701
(10012 10017) 0.9289712356051149
(10012 10018) 0.9357453829400582
(10012 10019) 1.1384120592112812
(10012 10020) 0.7946596732489004
(10012 10021) 0.8403729807553558
(10012 10022) 0.9019958837430071
(10012 10023) 0.30938544113837263
(10012 10024) 0.9776554642797944
(10012 10025) 0.9735167159572079
(10012 10026) 0.9392446408360696
(10012 10027) 0.995816371439645
(10012 10028) 1.1604818992121053
(10012 10029) 0.9888927915024481
(10012 10030) 1.5164911564286687
(10012 10031) 0.6203704966562269
(10012 10032) 1.5593657604613056
(10012 10033) 1.0059457070131397
(10012 10034) 1.1604574744746443
(10012 10035) 0.6757104912837189
(10012 10036) 1.0689042503406025
(10012 10037) 1.796564232789578
(10012 10038) 0.8101743759622363
(10012 10039) 0.5359832170544048
(10013 10001) 1.0155773314133698
(10013 10002) 1.307259252027758
(10013 10003) 1.5561670693708862
(10013 10004) 0.7685222976150327
(10013 10005) 0.8956495121871388
(10013 10006) 1.234120701847034
(10013 10007) 1.3988363659724388
(10013 10008) 1.0155773314133698
(10013 10009) 0.5292652085146461
(10013 10010) 1.5386375040150382
(10013 10011) 1.5561670693708864
(10013 10012) 1.198296947842067
(10013 10013) 0.0
(10013 10014) 1.0295926585800406
(10013 10015) 1.2317767582072854
(10013 10016) 1.2894564048247987
(10013 10017) 1.243567547150855
(10013 10018) 1.0179080007457968
(10013 10019) 1.3509239593552018
(10013 10020) 1.1793788647987977
(10013 10021) 1.2928249497636657
(10013 10022) 1.1610779058272762
(10013 10023) 1.0562748856127149
(10013 10024) 1.0590858294906735
(10013 10025) 1.337541011685868
(10013 10026) 1.2346713959175881
(10013 10027) 1.1456230163634513
(10013 10028) 1.2068713011035797
(10013 10029) 1.307259252027758
(10013 10030) 1.6807409757645277
(10013 10031) 1.275287031891775
(10013 10032) 0.6080848545537564
(10013 10033) 1.2657266442612278
(10013 10034) 1.3606221247261479
(10013 10035) 1.027607611516527
(10013 10036) 1.7228506779960284
(10013 10037) 0.8358301539657007
(10013 10038) 1.016195709546475
(10013 10039) 1.0689213322191669
(10014 10001) 0.7188110460088367
(10014 10002) 1.0182600981800871
(10014 10003) 0.7826906789732406
(10014 10004) 1.782349258307574
(10014 10005) 1.068495888054059
(10014 10006) 0.4844916878616595
(10014 10007) 1.3605491223134094
(10014 10008) 0.3567858173409808
(10014 10009) 1.4823686969137748
(10014 10010) 0.9813973719203503
(10014 10011) 0.9483533295756502
(10014 10012) 0.9752507695476719
(10014 10013) 1.0295926585800406
(10014 10014) 0.0
(10014 10015) 0.3619636560479266
(10014 10016) 1.2221226053601133
(10014 10017) 0.4534695443623781
(10014 10018) 0.22605163727245853
(10014 10019) 0.6875422159749331
(10014 10020) 0.41183596182643434
(10014 10021) 0.5306726649587745
(10014 10022) 0.4087796992597136
(10014 10023) 0.7234330589522834
(10014 10024) 0.3619269155579115
(10014 10025) 0.7398339459802821
(10014 10026) 0.41706140009643056
(10014 10027) 0.34991835255416237
(10014 10028) 0.567746217012262
(10014 10029) 0.5448881217446553
(10014 10030) 1.1643449553104117
(10014 10031) 0.5541694693025481
(10014 10032) 1.6138976722519447
(10014 10033) 0.5526745489782344
(10014 10034) 0.5902074104541214
(10014 10035) 0.5695040504767419
(10014 10036) 1.6994656956867256
(10014 10037) 1.8382672590041964
(10014 10038) 0.32210978576978455
(10014 10039) 1.0089597627429585
(10015 10001) 0.9736286600879396
(10015 10002) 1.112493594604726
(10015 10003) 0.4724944297158473
(10015 10004) 1.7769455947331732
(10015 10005) 1.1838505323497444
(10015 10006) 0.23527098260925497
(10015 10007) 1.4981931967558695
(10015 10008) 0.5704185713415515
(10015 10009) 1.4748833149321017
(10015 10010) 0.8763260973850994
(10015 10011) 0.7792783629711105
(10015 10012) 1.05253303572944
(10015 10013) 1.2317767582072854
(10015 10014) 0.3619636560479266
(10015 10015) 0.0
(10015 10016) 1.302931952818755
(10015 10017) 0.23339474809928587
(10015 10018) 0.44551376710451884
(10015 10019) 0.4016957513525651
(10015 10020) 0.35053079224281836
(10015 10021) 0.40543698037144327
(10015 10022) 0.2827186816567071
(10015 10023) 0.9154441080166992
(10015 10024) 0.4047433714254741
(10015 10025) 0.7289961678696703
(10015 10026) 0.28397661955311637
(10015 10027) 0.17663252521672468
(10015 10028) 0.738334476279844
(10015 10029) 0.36257264642958154
(10015 10030) 1.0592736807751608
(10015 10031) 0.499193178110971
(10015 10032) 1.6083831220620826
(10015 10033) 0.4689951656586667
(10015 10034) 0.2939373910486271
(10015 10035) 0.8495681955201156
(10015 10036) 1.7929389812464778
(10015 10037) 1.8440471615452019
(10015 10038) 0.5772739044898807
(10015 10039) 1.2252777048927934
(10016 10001) 1.0098619276008713
(10016 10002) 0.32344609554010795
(10016 10003) 1.5132356211267197
(10016 10004) 1.7832365179121756
(10016 10005) 0.7553783520140018
(10016 10006) 1.2165118038771812
(10016 10007) 0.5003577299004481
(10016 10008) 1.0463436211085575
(10016 10009) 1.5178322645859723
(10016 10010) 1.5026508233079945
(10016 10011) 1.5617114460568677
(10016 10012) 0.5582924228408701
(10016 10013) 1.2894564048247987
(10016 10014) 1.2221226053601133
(10016 10015) 1.302931952818755
(10016 10016) 0.0
(10016 10017) 1.137595573217748
(10016 10018) 1.1726745227383106
(10016 10019) 1.3079925111110349
(10016 10020) 1.0531130549546959
(10016 10021) 1.0398691607125126
(10016 10022) 1.136671628593231
(10016 10023) 0.5095315641214619
(10016 10024) 1.2350023729687498
(10016 10025) 1.1492401820857465
(10016 10026) 1.1868507860969824
(10016 10027) 1.246122253877689
(10016 10028) 1.4135175628904861
(10016 10029) 1.178314298764947
(10016 10030) 1.6855984066980558
(10016 10031) 0.8373459820865927
(10016 10032) 1.6555564316230618
(10016 10033) 1.206620439877476
(10016 10034) 1.4093637492254434
(10016 10035) 0.9287660587205208
(10016 10036) 0.7770936366182137
(10016 10037) 1.8241741349361293
(10016 10038) 1.0287886495182292
(10016 10039) 0.29902933939520826
(10017 10001) 0.900021322521331
(10017 10002) 0.9879185966647956
(10017 10003) 0.42787411250682683
(10017 10004) 1.77631407368275
(10017 10005) 1.108832624036988
(10017 10006) 0.12771624509008084
(10017 10007) 1.4237752713926066
(10017 10008) 0.5180638147568695
(10017 10009) 1.4748833149321015
(10017 10010) 0.8575016246929535
(10017 10011) 0.7604538902789647
(10017 10012) 0.9289712356051149
(10017 10013) 1.243567547150855
(10017 10014) 0.4534695443623781
(10017 10015) 0.23339474809928587
(10017 10016) 1.137595573217748
(10017 10017) 0.0
(10017 10018) 0.4262583591388637
(10017 10019) 0.32763099453691263
(10017 10020) 0.2837475558550716
(10017 10021) 0.25732472947061663
(10017 10022) 0.23525719193867628
(10017 10023) 0.842835352960765
(10017 10024) 0.41352572976789914
(10017 10025) 0.5855966972375938
(10017 10026) 0.22050385415553056
(10017 10027) 0.17781238293300564
(10017 10028) 0.8203107545747628
(10017 10029) 0.21917317579750495
(10017 10030) 1.040449208083015
(10017 10031) 0.37182566564871505
(10017 10032) 1.6292754371889706
(10017 10033) 0.3495731316983566
(10017 10034) 0.360489728453889
(10017 10035) 0.8054369964916888
(10017 10036) 1.66827521908208
(10017 10037) 1.8382672590041964
(10017 10038) 0.504457175034903
(10017 10039) 1.1521611017397588
(10018 10001) 0.5978327713056568
(10018 10002) 1.0446453247027052
(10018 10003) 0.7781080977406114
(10018 10004) 1.7646943155479837
(10018 10005) 0.9860663441663178
(10018 10006) 0.47864648863932896
(10018 10007) 1.305460767529152
(10018 10008) 0.25864446114273953
(10018 10009) 1.4748833149321017
(10018 10010) 0.9840131745983541
(10018 10011) 0.9335033948367792
(10018 10012) 0.9357453829400582
(10018 10013) 1.0179080007457968
(10018 10014) 0.22605163727245853
(10018 10015) 0.44551376710451884
(10018 10016) 1.1726745227383106
(10018 10017) 0.4262583591388637
(10018 10018) 0.0
(10018 10019) 0.6726922812360622
(10018 10020) 0.3944404896318334
(10018 10021) 0.5126025593563757
(10018 10022) 0.34508062155833563
(10018 10023) 0.7005756010367966
(10018 10024) 0.3328078618986111
(10018 10025) 0.7678546785613248
(10018 10026) 0.4509632458427837
(10018 10027) 0.3667499701740454
(10018 10028) 0.45826429673632074
(10018 10029) 0.5554431169088233
(10018 10030) 1.1669607579884154
(10018 10031) 0.5362929441741716
(10018 10032) 1.589538323499104
(10018 10033) 0.5683036989389877
(10018 10034) 0.5773090741130529
(10018 10035) 0.49938783126469893
(10018 10036) 1.7172500345270334
(10018 10037) 1.8299540374771341
(10018 10038) 0.24727621096635638
(10018 10039) 0.9637376156633384
(10019 10001) 1.1275288977853242
(10019 10002) 1.1889514001004153
(10019 10003) 0.4279772574501456
(10019 10004) 1.8018432390050136
(10019 10005) 1.3219358323396302
(10019 10006) 0.24109372409940696
(10019 10007) 1.6200589806489514
(10019 10008) 0.7201498701500679
(10019 10009) 1.5274826682260074
(10019 10010) 0.5318182691754776
(10019 10011) 0.4347705347614887
(10019 10012) 1.1384120592112812
(10019 10013) 1.3509239593552018
(10019 10014) 0.6875422159749331
(10019 10015) 0.4016957513525651
(10019 10016) 1.3079925111110349
(10019 10017) 0.32763099453691263
(10019 10018) 0.6726922812360622
(10019 10019) 0.0
(10019 10020) 0.47676313037241924
(10019 10021) 0.37560548805628874
(10019 10022) 0.42314633320779355
(10019 10023) 1.0714177195757064
